TU_ID	start	stop	tss	strand	rho_dependent	sigma
TU_8423_from_RPOE_MONOMER	1073357	1074103	1073357	+	True	RpoE_mono
TU0_8741_from_RpoD_mono	2712461	2713342	None	-	True	RpoD_mono
TU0_14458_from_RPON_MONOMER	1271645	1272425	1271645	+	True	RpoN_mono
TU0_4404_from_RPON_MONOMER	1355826	1357397	1357397	-	True	RpoN_mono
TU0_14232_from_RpoD_mono	3147684	3148568	None	+	True	RpoD_mono
TU0_14307_from_RpoD_mono	2939258	2939653	None	-	True	RpoD_mono
TU0_2742_from_RpoD_mono	2551227	2552146	2551227	+	True	RpoD_mono
TU0_14794_from_RpoD_mono	3326261	3326886	3326886	-	True	RpoD_mono
TU0_8651_from_RpoD_mono	2680885	2682078	None	+	True	RpoD_mono
TU0_13058_from_RpoD_mono	848433	849320	None	-	True	RpoD_mono
TU0_13281_from_RpoD_mono	1532989	1533882	None	-	True	RpoD_mono
TU0_14553_from_RpoD_mono	695653	696053	None	-	True	RpoD_mono
TU00480_with_TERM0322_from_RpoD_mono	2531520	2534402	2531520	+	False	RpoD_mono
TU0_8513_from_RpoD_mono	917351	918326	918326	-	True	RpoD_mono
TU0_13577_from_RpoD_mono	2386603	2387079	None	+	True	RpoD_mono
TU00071_from_RpoD_mono	3995930	3998168	3995930	+	True	RpoD_mono
TU0_6441_from_RpoD_mono	2817403	2820112	2820112	-	True	RpoD_mono
TU68_from_RpoD_mono	3732929	3734180	3732929	+	True	RpoD_mono
TU0_13222_from_RpoD_mono	1397745	1402589	None	-	True	RpoD_mono
TU0_14105_from_RpoD_mono	4211257	4211640	None	+	True	RpoD_mono
TU0_14368_from_RpoD_mono	834471	835433	None	+	True	RpoD_mono
TU0_13829_from_RpoD_mono	3160766	3161503	None	-	True	RpoD_mono
TU0_7043_from_RpoD_mono	3995994	3998168	3995994	+	True	RpoD_mono
TU262_from_RpoD_mono	4038929	4040053	4040053	-	True	RpoD_mono
TU0_13128_from_RpoD_mono	1120465	1120732	1120732	-	True	RpoD_mono
TU0_13984_from_RpoD_mono	3737697	3738981	3737697	+	True	RpoD_mono
TU0_13751_from_RpoD_mono	2970691	2974036	None	-	True	RpoD_mono
TU0_13923_from_RpoD_mono	3497470	3497637	None	+	True	RpoD_mono
TU00228_from_RpoD_mono	3573744	3575668	3575668	-	True	RpoD_mono
TU00228_with_TERM0382_from_RpoD_mono	3573711	3575668	3575668	-	False	RpoD_mono
TU0_12918_from_RpoD_mono	418712	421583	418712	+	True	RpoD_mono
TU0_12992_from_RpoD_mono	633970	634599	None	-	True	RpoD_mono
TU00141_from_RpoD_mono	3530701	3532462	3530701	+	True	RpoD_mono
TU0_13450_from_RpoD_mono	1988978	1989643	None	-	True	RpoD_mono
TU0_13525_from_RpoD_mono	2209748	2210218	None	-	True	RpoD_mono
TU00412_from_RpoD_mono	4538980	4539582	None	+	True	RpoD_mono
TU0_13634_from_RpoD_mono	2563503	2566129	None	-	True	RpoD_mono
TU0_8281_from_RpoD_mono	1124745	1125369	1124745	+	True	RpoD_mono
TU0_14036_from_RpoD_mono	3960768	3962252	None	-	True	RpoD_mono
TU0_13337_from_RpoD_mono	1663339	1664595	None	+	True	RpoD_mono
TU00008_with_AROF_TYRA_TERMINATOR_from_RpoD_mono	2736934	2739223	2739223	-	False	RpoD_mono
TU00343_from_RpoD_mono	3342684	3344172	3342684	+	True	RpoD_mono
TU0_4405_from_RpoD_mono	2687693	2689145	2689145	-	True	RpoD_mono
TU0_3_from_RpoD_mono	4101625	4103709	4103709	-	True	RpoD_mono
TU0_13692_from_RpoD_mono	2759373	2763175	None	-	True	RpoD_mono
TU0_8811_from_RpoD_mono	2874603	2875640	None	+	True	RpoD_mono
TU0_8580_from_RpoD_mono	3573094	3573687	None	+	True	RpoD_mono
TU0_13393_from_RpoD_mono	1852120	1852878	None	-	True	RpoD_mono
TU0_12792_from_RpoD_mono	10643	11356	None	-	True	RpoD_mono
TU0_14795_with_TERM0_1139_from_RpoD_mono	1407153	1407273	1407153	+	False	RpoD_mono
TU0_12866_from_RpoD_mono	279248	281207	None	-	True	RpoD_mono
TU0_6442_from_RpoD_mono	254259	255776	255776	-	True	RpoD_mono
TU0_14649_from_RpoD_mono	2864581	2865589	2865589	-	True	RpoD_mono
TU0_8742_from_RpoD_mono	2715513	2716550	None	-	True	RpoD_mono
TU0_7044_from_RpoD_mono	812375	814770	812375	+	True	RpoD_mono
TU0_8652_from_RpoD_mono	2987957	2988382	None	-	True	RpoD_mono
TU_8427_from_RPOE_MONOMER	1533961	1536711	1536711	-	True	RpoE_mono
TU0_13059_from_RpoD_mono	852406	853988	None	+	True	RpoD_mono
TU0_13283_from_RpoD_mono	1542408	1544052	None	-	True	RpoD_mono
TU00481_with_TERM0322_from_RpoD_mono	2531529	2534402	2531529	+	False	RpoD_mono
TU0_14459_from_RpoD_mono	892857	897152	892857	+	True	RpoD_mono
TU00072_from_RpoD_mono	2306713	2308449	2308449	-	True	RpoD_mono
TU00072_from_RPOS_MONOMER	2306713	2308449	2308449	-	True	RpoS_mono
TU0_14233_from_RpoD_mono	3127065	3128237	None	-	True	RpoD_mono
TU681_from_RPOS_MONOMER	2683819	2685047	2683819	+	True	RpoS_mono
TU0_13223_from_RpoD_mono	1406048	1407057	1406048	+	True	RpoD_mono
TU0_14555_from_RPOH_MONOMER	3764360	3765202	None	+	True	RpoH_mono
TU0_8514_from_RpoD_mono	457952	458008	None	-	True	RpoD_mono
TU0_13578_from_RpoD_mono	2387135	2387986	None	+	True	RpoD_mono
TU0_4421_with_TERM0821_from_RpoD_mono	703063	705188	703063	+	False	RpoD_mono
TU0_8301_from_RpoD_mono	2411492	2414913	None	+	True	RpoD_mono
TU0_3101_from_RpoD_mono	2478660	2481470	2481470	-	True	RpoD_mono
TU263_from_RpoD_mono	4038929	4040144	4040144	-	True	RpoD_mono
TU0_13129_from_RpoD_mono	1121936	1122496	None	-	True	RpoD_mono
TU00229_from_RpoD_mono	3544427	3545897	3544427	+	True	RpoD_mono
TU0_14308_from_RpoD_mono	3484813	3486915	None	+	True	RpoD_mono
TU00142_with_TERM0222_from_RpoD_mono	357997	360460	357997	+	False	RpoD_mono
TU0_14369_from_RpoD_mono	1938337	1939659	None	-	True	RpoD_mono
TU0_14106_from_RpoD_mono	4218324	4220510	None	-	True	RpoD_mono
TU0_13830_from_RpoD_mono	3161737	3163995	None	-	True	RpoD_mono
TU0_6443_with_TERM0_1040_from_RpoD_mono	185090	185977	185977	-	False	RpoD_mono
TU0_13754_from_RpoD_mono	2977965	2978657	None	-	True	RpoD_mono
TU0_13924_from_RpoD_mono	3502957	3508998	None	-	True	RpoD_mono
TU0_14797_from_RpoD_mono	1620841	1620938	1620938	-	True	RpoD_mono
TU00344_from_RpoD_mono	3820100	3825314	3820100	+	True	RpoD_mono
TU0_12919_from_RpoD_mono	429829	430176	None	+	True	RpoD_mono
TU0_12993_from_RpoD_mono	634572	635909	635909	-	True	RpoD_mono
TU0_13451_from_RpoD_mono	1990293	1990841	None	-	True	RpoD_mono
TU0_7061_from_RpoD_mono	4445999	4446317	4446317	-	True	RpoD_mono
TU0_13526_from_RpoD_mono	2210265	2212666	None	-	True	RpoD_mono
TU00414_with_TERM59_from_RPOH_MONOMER	3322964	3325753	3325753	-	False	RpoH_mono
TU0_8812_with_TERM0_1087_from_RpoD_mono	849642	850232	849642	+	False	RpoD_mono
TU0_8582_from_RpoD_mono	3584966	3585406	None	+	True	RpoD_mono
TU0_14037_from_RpoD_mono	3962388	3963653	None	-	True	RpoD_mono
TU00009_with_AROGT1_from_RpoD_mono	784814	786044	784814	+	False	RpoD_mono
TU0_13985_from_RpoD_mono	3739132	3739605	None	-	True	RpoD_mono
TU0_13693_from_RpoD_mono	2763535	2763798	None	-	True	RpoD_mono
TU0_8743_from_RpoD_mono	2713445	2714032	None	+	True	RpoD_mono
TU0_13635_from_RpoD_mono	2566346	2570072	None	-	True	RpoD_mono
TU0_4441_from_RPON_MONOMER	2830461	2833067	2830461	+	True	RpoN_mono
TU0_13394_from_RpoD_mono	1853015	1859356	None	-	True	RpoD_mono
TU0_12793_from_RpoD_mono	15445	16557	None	+	True	RpoD_mono
TU0_3102_from_RpoD_mono	3963670	3964113	3963670	+	True	RpoD_mono
TU0_8653_from_RpoD_mono	3084209	3084424	None	+	True	RpoD_mono
TU0_12867_from_RpoD_mono	281481	284392	None	+	True	RpoD_mono
TU0_13060_from_RpoD_mono	857019	858284	None	-	True	RpoD_mono
TU0_13338_from_RpoD_mono	1664548	1665243	None	-	True	RpoD_mono
TU0_13284_from_RPOS_MONOMER	1544312	1545229	1545229	-	True	RpoS_mono
TU00482_with_TERM0322_from_RpoD_mono	2531623	2534402	2531623	+	False	RpoD_mono
TU0_14650_from_RpoD_mono	2864581	2865629	2865629	-	True	RpoD_mono
TU0_8302_from_RpoD_mono	2412769	2414913	None	+	True	RpoD_mono
TU00073_from_RpoD_mono	2306713	2307467	2307467	-	True	RpoD_mono
TU_8428_from_RPOE_MONOMER	1719022	1722157	1719022	+	True	RpoE_mono
TU0_6444_from_RPOS_MONOMER	4231745	4233430	4231745	+	True	RpoS_mono
TU0_6444_from_RpoD_mono	4231745	4233430	4231745	+	True	RpoD_mono
TU682_from_RpoD_mono	3882260	3882875	3882260	+	True	RpoD_mono
TU0_13224_from_RpoD_mono	1407387	1408908	None	+	True	RpoD_mono
TU0_14460_from_RPOE_MONOMER	3210715	3212910	3210715	+	True	RpoE_mono
TU0_7081_from_RpoD_mono	3086277	3087700	3086277	+	True	RpoD_mono
TU27_with_TERM0461_from_RpoD_mono	1930109	1930808	1930808	-	False	RpoD_mono
TU0_13130_from_RpoD_mono	1122630	1123277	None	-	True	RpoD_mono
TU0_14234_from_RpoD_mono	3119380	3119601	None	+	True	RpoD_mono
TU0_14798_with_TERM0_1144_from_RpoD_mono	1842961	1846053	1846053	-	False	RpoD_mono
TU00143_from_RpoD_mono	357015	357933	357933	-	True	RpoD_mono
TU0_8515_from_RPOE_MONOMER	2812824	2812895	2812824	+	True	RpoE_mono
TU0_13579_from_RpoD_mono	2405583	2406800	None	+	True	RpoD_mono
TU00230_from_RpoD_mono	208411	209580	208411	+	True	RpoD_mono
TU0_14558_from_RPOH_MONOMER	2876591	2879070	None	-	True	RpoH_mono
TU0_13587_from_RpoD_mono	2417863	2418507	None	-	True	RpoD_mono
TU00345_with_TERM0_1132_from_RpoD_mono	189712	191738	189712	+	False	RpoD_mono
TU0_4444_with_TERM0681_from_RpoD_mono	712165	714465	712165	+	False	RpoD_mono
TU0_3103_from_RpoD_mono	3963710	3964113	3963710	+	True	RpoD_mono
TU0_14370_from_RpoD_mono	3944895	3944971	None	+	True	RpoD_mono
TU0_14107_from_RpoD_mono	4225625	4227385	4225625	+	True	RpoD_mono
TU0_8813_from_RpoD_mono	1312015	1312682	1312015	+	True	RpoD_mono
TU0_8583_from_RpoD_mono	3596007	3596390	None	+	True	RpoD_mono
TU0_13755_from_RpoD_mono	2980519	2981280	None	-	True	RpoD_mono
TU0_13925_from_RpoD_mono	3509082	3510366	None	-	True	RpoD_mono
TU0_8364_from_RPOS_MONOMER	1289443	1290478	1289443	+	True	RpoS_mono
TU0_12920_from_RpoD_mono	431536	432075	None	-	True	RpoD_mono
TU0_7321_from_RpoD_mono	2509490	2510757	2510757	-	True	RpoD_mono
TU0_12994_from_RpoD_mono	635939	636841	None	-	True	RpoD_mono
TU0_13831_from_RpoD_mono	3164133	3165740	None	-	True	RpoD_mono
TU0_13452_from_RpoD_mono	1994134	1994856	None	-	True	RpoD_mono
TU0_14309_from_RpoD_mono	3540750	3540986	None	+	True	RpoD_mono
TU00415_with_TERM42_from_RpoD_mono	1997565	1999843	1999843	-	False	RpoD_mono
TU0_8321_from_RpoD_mono	3811875	3813113	3811875	+	True	RpoD_mono
TU0_14183_from_RpoD_mono	4502081	4504428	None	+	True	RpoD_mono
TU0_13933_from_RpoD_mono	3541189	3542067	None	+	True	RpoD_mono
TU0_14039_from_RpoD_mono	3965823	3978719	3965823	+	True	RpoD_mono
TU0_12932_from_RpoD_mono	463626	464024	None	+	True	RpoD_mono
TU0_7141_from_RpoD_mono	1553850	1554364	1554364	-	True	RpoD_mono
TU00279_with_TERM0_1050_from_RPOS_MONOMER	3189738	3190034	3190034	-	False	RpoS_mono
TU00010_with_AROH_TERMINATOR_from_RpoD_mono	1786342	1787534	1786342	+	False	RpoD_mono
TU0_8654_from_RpoD_mono	3084421	3084672	None	-	True	RpoD_mono
TU0_13061_from_RpoD_mono	858436	859251	None	-	True	RpoD_mono
TU0_6481_from_RpoD_mono	496363	497043	496363	+	True	RpoD_mono
TU0_13285_from_RpoD_mono	1550422	1550784	None	-	True	RpoD_mono
TU0_13290_from_RpoD_mono	1573271	1577366	None	-	True	RpoD_mono
TU0_13527_from_RPOS_MONOMER	2212862	2213619	2212862	+	True	RpoS_mono
TU0_13527_from_RpoD_mono	2212862	2213619	2212862	+	True	RpoD_mono
TU00483_with_TERM0322_from_RpoD_mono	2531630	2534402	2531630	+	False	RpoD_mono
TU0_8744_from_RpoD_mono	2755666	2756622	None	-	True	RpoD_mono
TU0_13694_from_RpoD_mono	2765732	2767508	None	+	True	RpoD_mono
TU0_13395_from_RpoD_mono	1859726	1859998	None	-	True	RpoD_mono
TU0_12794_from_RpoD_mono	16751	16960	None	-	True	RpoD_mono
TU00074_from_RpoD_mono	638144	640541	638144	+	True	RpoD_mono
TU00356_with_TERM0_1143_from_RpoD_mono	1842956	1846724	1846724	-	False	RpoD_mono
TU0_14800_from_EG11355_MONOMER	1839887	1840212	1840212	-	True	FliA_mono
TU0_13986_from_RpoD_mono	3750986	3752451	None	-	True	RpoD_mono
TU0_14651_from_RpoD_mono	2864581	2865676	2865676	-	True	RpoD_mono
TU0_4461_from_RpoD_mono	3273304	3274875	None	+	True	RpoD_mono
TU0_8823_from_RpoD_mono	2439786	2441792	None	+	True	RpoD_mono
TU0_3104_from_RpoD_mono	2716697	2717176	2716697	+	True	RpoD_mono
TU281_from_RpoD_mono	2705344	2708208	2708208	-	True	RpoD_mono
TU0_13131_from_RpoD_mono	1123341	1124549	None	-	True	RpoD_mono
TU0_13874_from_RpoD_mono	3286112	3290454	None	+	True	RpoD_mono
TU0_13636_from_RpoD_mono	2570179	2573827	None	-	True	RpoD_mono
TU_8430_from_RPOE_MONOMER	1726377	1731727	1726377	+	True	RpoE_mono
TU684_from_RpoD_mono	1952602	1956156	None	-	True	RpoD_mono
TU00144_from_RpoD_mono	2536694	2541579	2541579	-	True	RpoD_mono
TU0_13340_from_RpoD_mono	1666723	1667616	None	-	True	RpoD_mono
TU0_12868_from_RpoD_mono	284619	287623	None	+	True	RpoD_mono
TU0_14668_from_RPOS_MONOMER	4108763	4109592	4109592	-	True	RpoS_mono
TU0_14668_from_RpoD_mono	4108763	4109592	4109592	-	True	RpoD_mono
TU0_13225_from_RpoD_mono	1409037	1409972	None	-	True	RpoD_mono
TU0_14463_from_RpoD_mono	699597	701088	701088	-	True	RpoD_mono
TU0_14235_from_RpoD_mono	3079914	3080693	3079914	+	True	RpoD_mono
TU00346_from_RpoD_mono	4423048	4424580	4423048	+	True	RpoD_mono
TU0_7341_with_TERM0661_from_RpoD_mono	3056666	3057375	3057375	-	False	RpoD_mono
TU0_8516_from_RpoD_mono	3309247	3309420	None	+	True	RpoD_mono
TU0_7161_from_RpoD_mono	3796262	3806261	3806261	-	True	RpoD_mono
TU0_13580_from_RpoD_mono	2406884	2407483	None	+	True	RpoD_mono
TU00231_with_ACCCT1_from_RpoD_mono	3403162	3405324	3403162	+	False	RpoD_mono
TU0_8814_from_RpoD_mono	1839514	1839921	None	+	True	RpoD_mono
TU0_8323_with_TERM4_from_EG11355_MONOMER	1260118	1262779	1262779	-	False	FliA_mono
TU0_8584_from_RpoD_mono	3603274	3603633	None	-	True	RpoD_mono
TU0_6482_from_RpoD_mono	983742	984966	984966	-	True	RpoD_mono
TU0_14371_from_RpoD_mono	3944980	3945055	None	+	True	RpoD_mono
TU0_14108_from_RpoD_mono	4229382	4229654	None	-	True	RpoD_mono
TU0_14242_from_RpoD_mono	1506858	1507088	None	-	True	RpoD_mono
TU0_4462_from_RpoD_mono	2916067	2920122	None	-	True	RpoD_mono
TU0_8365_from_RpoD_mono	3683723	3693259	None	-	True	RpoD_mono
TU0_13756_from_RpoD_mono	2981310	2982146	None	-	True	RpoD_mono
TU0_3122_from_RpoD_mono	508099	510635	510635	-	True	RpoD_mono
TU0_13926_from_RpoD_mono	3517487	3518725	None	-	True	RpoD_mono
TU0_14559_from_RPOH_MONOMER	2213767	2217503	None	-	True	RpoH_mono
TU0_13588_from_RpoD_mono	2418643	2419290	None	+	True	RpoD_mono
TU0_14801_from_EG11355_MONOMER	4325102	4328261	4325102	+	True	FliA_mono
TU0_8656_from_RpoD_mono	3146999	3147493	None	-	True	RpoD_mono
TU0_12921_from_RpoD_mono	432201	436331	432201	+	True	RpoD_mono
TU0_13062_from_RpoD_mono	859397	862761	None	-	True	RpoD_mono
TU0_12995_from_RpoD_mono	637050	638023	638023	-	True	RpoD_mono
TU0_13286_from_RpoD_mono	1550852	1551862	None	-	True	RpoD_mono
TU00484_from_RpoD_mono	4469009	4470576	4470576	-	True	RpoD_mono
TU0_13453_from_RpoD_mono	1995086	1997532	1997532	-	True	RpoD_mono
TU00416_from_RpoD_mono	752408	753893	753893	-	True	RpoD_mono
TU0_14040_from_RpoD_mono	3978910	3980295	None	+	True	RpoD_mono
TU00280_with_TERM71_from_RpoD_mono	3909833	3913246	3913246	-	False	RpoD_mono
TU00075_with_TERM0_1108_from_RpoD_mono	3097676	3098773	3098773	-	False	RpoD_mono
TU00011_from_RpoD_mono	405504	407329	405504	+	True	RpoD_mono
TU0_8745_from_RpoD_mono	2797186	2797635	None	+	True	RpoD_mono
TU0_13695_from_RpoD_mono	2767725	2769637	None	+	True	RpoD_mono
TU0_13832_from_RpoD_mono	3165873	3166675	3166675	-	True	RpoD_mono
TU0_14311_from_RpoD_mono	4145161	4145502	None	+	True	RpoD_mono
TU0_7162_from_RpoD_mono	3796262	3806203	3806203	-	True	RpoD_mono
TU3_from_RpoD_mono	1314440	1317968	1317968	-	True	RpoD_mono
TU0_13396_from_RpoD_mono	1860040	1860453	None	-	True	RpoD_mono
TU0_13132_from_RpoD_mono	1127062	1128597	None	+	True	RpoD_mono
TU0_12795_from_RpoD_mono	16952	17006	None	+	True	RpoD_mono
TU0_13934_from_RpoD_mono	3561747	3562028	None	-	True	RpoD_mono
TU00357_from_RpoD_mono	956818	959318	956818	+	True	RpoD_mono
TU0_12933_from_RpoD_mono	464076	464771	None	-	True	RpoD_mono
TU0_7342_from_RPOS_MONOMER	2577330	2579661	2577330	+	True	RpoS_mono
TU0_14669_from_RpoD_mono	4116868	4118421	4118421	-	True	RpoD_mono
TU00146_with_TERM44_from_RpoD_mono	2871256	2874390	2874390	-	False	RpoD_mono
TU0_14652_from_RpoD_mono	2864581	2865746	2865746	-	True	RpoD_mono
TU0_13528_from_RpoD_mono	2213679	2213786	None	+	True	RpoD_mono
TU0_13291_from_RpoD_mono	1577657	1578814	None	-	True	RpoD_mono
TU0_8324_from_RpoD_mono	1277044	1278571	1277044	+	True	RpoD_mono
TU0_8824_from_RpoD_mono	1435145	1435253	1435145	+	True	RpoD_mono
TU00347_with_TERM87_from_RpoD_mono	3446289	3451464	3451464	-	False	RpoD_mono
TU_8431_from_RPOE_MONOMER	2764729	2765377	2764729	+	True	RpoE_mono
TU0_4482_from_RPOH_MONOMER	765034	769834	765034	+	True	RpoH_mono
TU0_6483_from_RpoD_mono	2598459	2598970	2598459	+	True	RpoD_mono
TU685_from_RpoD_mono	3616560	3617012	3616560	+	True	RpoD_mono
TU0_3123_from_RpoD_mono	510797	513092	510797	+	True	RpoD_mono
TU0_13987_from_RpoD_mono	3754699	3755850	None	-	True	RpoD_mono
TU0_13226_from_RpoD_mono	1410024	1415410	None	-	True	RpoD_mono
TU0_8815_from_RpoD_mono	3523611	3524171	None	-	True	RpoD_mono
TU0_8585_from_RpoD_mono	3608539	3609756	None	-	True	RpoD_mono
TU0_14464_from_RpoD_mono	699597	701231	701231	-	True	RpoD_mono
TU0_14236_from_RpoD_mono	2651474	2651560	None	-	True	RpoD_mono
TU0_14802_from_EG11355_MONOMER	262552	265382	265382	-	True	FliA_mono
TU0_13637_from_RpoD_mono	2574120	2576399	None	-	True	RpoD_mono
TU0_8517_from_RpoD_mono	3348599	3348719	3348599	+	True	RpoD_mono
TU0_13875_from_RpoD_mono	3295120	3296160	None	-	True	RpoD_mono
TU0_13581_from_RpoD_mono	2407542	2409374	None	-	True	RpoD_mono
TU00232_from_RpoD_mono	2431034	2432037	2432037	-	True	RpoD_mono
TU0_13341_from_RpoD_mono	1667723	1668976	None	+	True	RpoD_mono
TU0_12869_from_RpoD_mono	287628	288386	None	-	True	RpoD_mono
TU0_7163_from_RpoD_mono	3806539	3807840	3806539	+	True	RpoD_mono
TU0_8657_from_RpoD_mono	3152284	3153240	None	-	True	RpoD_mono
TU0_13063_from_RpoD_mono	865760	872024	865760	+	True	RpoD_mono
TU0_13287_from_RpoD_mono	1551996	1553693	None	-	True	RpoD_mono
TU0_14111_with_TERM0_1029_from_RpoD_mono	4233819	4234232	4233819	+	False	RpoD_mono
TU0_14372_from_RpoD_mono	228928	229004	None	+	True	RpoD_mono
TU00485_from_RpoD_mono	4469009	4470768	4470768	-	True	RpoD_mono
TU0_8366_from_RpoD_mono	3693256	3693984	None	-	True	RpoD_mono
TU0_13757_from_RpoD_mono	2982433	2983614	None	-	True	RpoD_mono
TU00076_from_RpoD_mono	2978786	2980230	2980230	-	True	RpoD_mono
TU0_13927_from_RPOS_MONOMER	3518637	3520950	3520950	-	True	RpoS_mono
TU0_12924_from_RpoD_mono	442275	443739	None	-	True	RpoD_mono
TU0_7361_from_EG11355_MONOMER	1822386	1823008	1823008	-	True	FliA_mono
TU0_12996_from_RpoD_mono	642780	643190	None	-	True	RpoD_mono
TU0_13455_from_RpoD_mono	2006301	2007736	None	+	True	RpoD_mono
TU00417_from_RPOH_MONOMER	12123	15298	12123	+	True	RpoH_mono
TU0_4483_with_TERM0183_from_RpoD_mono	4311280	4311850	4311280	+	False	RpoD_mono
TU0_8325_from_RpoD_mono	484923	485632	484923	+	True	RpoD_mono
TU0_3124_from_RpoD_mono	137045	138633	137045	+	True	RpoD_mono
TU0_14243_from_RpoD_mono	1501681	1502889	None	+	True	RpoD_mono
TU301_with_TERM8_from_RpoD_mono	2520720	2522932	2522932	-	False	RpoD_mono
TU0_13133_from_RpoD_mono	1143725	1144045	None	+	True	RpoD_mono
TU00281_with_TERMGLYS_from_RpoD_mono	3720314	3723377	3723377	-	False	RpoD_mono
TU0_14041_from_RpoD_mono	3991873	3992358	None	+	True	RpoD_mono
TU0_14670_from_RpoD_mono	4263675	4264884	4263675	+	True	RpoD_mono
TU00012_with_AROPT1_from_RpoD_mono	120144	121671	121671	-	False	RpoD_mono
TU0_6484_from_RPOS_MONOMER	4375212	4375768	4375768	-	True	RpoS_mono
TU0_14561_from_RPOH_MONOMER	4395069	4402327	4395069	+	True	RpoH_mono
TU0_13589_from_RpoD_mono	2419347	2420623	None	+	True	RpoD_mono
TU00147_from_RpoD_mono	2511031	2512266	2511031	+	True	RpoD_mono
TU0_8746_from_RpoD_mono	2858489	2859286	None	-	True	RpoD_mono
TU0_13696_from_RpoD_mono	2769862	2770707	None	-	True	RpoD_mono
TU0_13398_from_RpoD_mono	1861874	1862758	None	+	True	RpoD_mono
TU0_12796_from_RpoD_mono	19810	20508	None	-	True	RpoD_mono
TU00358_from_RpoD_mono	160149	161515	161515	-	True	RpoD_mono
TU0_14803_from_EG11355_MONOMER	262552	265451	265451	-	True	FliA_mono
TU00348_from_RpoD_mono	3468167	3472643	3472643	-	True	RpoD_mono
TU0_7164_from_RpoD_mono	3806279	3807840	3806279	+	True	RpoD_mono
TU0_14653_from_RpoD_mono	2904665	2906040	2906040	-	True	RpoD_mono
TU0_8816_from_RpoD_mono	2828797	2830311	None	-	True	RpoD_mono
TU0_8825_from_RpoD_mono	1741481	1742854	None	+	True	RpoD_mono
TU0_8586_from_RPOS_MONOMER	3632766	3633916	3632766	+	True	RpoS_mono
TU0_13833_from_RpoD_mono	3166771	3167253	None	-	True	RpoD_mono
TU0_14312_from_RPOS_MONOMER	2870531	2870923	2870923	-	True	RpoS_mono
TU_8433_from_RPOE_MONOMER	3451530	3453656	3453656	-	True	RpoE_mono
TU0_14185_from_RpoD_mono	4505220	4505486	None	+	True	RpoD_mono
TU0_13935_from_RpoD_mono	3571798	3572901	None	-	True	RpoD_mono
TU686_from_RPON_MONOMER	2599193	2612804	2599193	+	True	RpoN_mono
TU0_12934_from_RpoD_mono	464836	466536	None	-	True	RpoD_mono
TU0_13227_from_RpoD_mono	1415512	1415787	None	-	True	RpoD_mono
TU0_14465_with_TERM0_1039_from_RPOH_MONOMER	22229	27279	22229	+	False	RpoH_mono
TU0_13292_from_RpoD_mono	1578866	1580548	None	-	True	RpoD_mono
TU0_13529_from_RpoD_mono	2221960	2222892	None	-	True	RpoD_mono
TU0_4501_from_RpoD_mono	182447	183620	182447	+	True	RpoD_mono
TU0_3141_from_RpoD_mono	3465182	3467918	3467918	-	True	RpoD_mono
TU0_14237_from_RpoD_mono	2588829	2588888	None	-	True	RpoD_mono
TU0_8658_from_RpoD_mono	3214775	3215424	3214775	+	True	RpoD_mono
TU0_13064_from_RpoD_mono	872202	875886	None	+	True	RpoD_mono
TU0_7401_with_TERM0702_from_RpoD_mono	1064782	1066080	1064782	+	False	RpoD_mono
TU0_13288_from_RpoD_mono	1565528	1566847	None	-	True	RpoD_mono
TU00486_from_RpoD_mono	2021860	2022615	2021860	+	True	RpoD_mono
TU0_8518_from_RpoD_mono	3984455	3984626	3984455	+	True	RpoD_mono
TU0_13582_from_RpoD_mono	2409461	2410616	None	-	True	RpoD_mono
TU00233_from_RpoD_mono	480478	484922	484922	-	True	RpoD_mono
TU0_8326_from_RpoD_mono	2066659	2067051	None	+	True	RpoD_mono
TU0_13988_from_RpoD_mono	3759370	3759998	3759998	-	True	RpoD_mono
TU00077_with_TERM2_from_RpoD_mono	1331812	1332898	1331812	+	False	RpoD_mono
TU0_6485_with_TERM0_1109_from_RpoD_mono	4107930	4108753	4107930	+	False	RpoD_mono
TU0_14112_from_RpoD_mono	4234285	4237753	None	+	True	RpoD_mono
TU0_14373_from_RpoD_mono	3453549	3464242	3453549	+	True	RpoD_mono
TU0_13638_from_RpoD_mono	2579756	2580799	None	-	True	RpoD_mono
TU0_13876_from_RpoD_mono	3296233	3296868	None	-	True	RpoD_mono
TU0_7181_from_RpoD_mono	3851141	3851280	3851280	-	True	RpoD_mono
TU302_from_RpoD_mono	384429	387870	384429	+	True	RpoD_mono
TU0_12870_from_RpoD_mono	289872	290570	None	-	True	RpoD_mono
TU0_13342_from_RpoD_mono	1669984	1670805	None	+	True	RpoD_mono
TU0_13134_from_RpoD_mono	1144163	1145122	None	+	True	RpoD_mono
TU0_8367_from_RPOS_MONOMER	1288329	1290478	1288329	+	True	RpoS_mono
TU0_13758_from_RpoD_mono	2983869	2985098	None	+	True	RpoD_mono
TU0_14671_from_RpoD_mono	4360756	4361353	4361353	-	True	RpoD_mono
TU0_13928_from_RpoD_mono	3524491	3526626	None	+	True	RpoD_mono
TU0_14805_from_EG11355_MONOMER	173602	174902	174902	-	True	FliA_mono
TU0_12925_from_RpoD_mono	444526	445911	445911	-	True	RpoD_mono
TU0_12997_from_RpoD_mono	643420	644257	644257	-	True	RpoD_mono
TU00148_from_RpoD_mono	2475843	2478552	2475843	+	True	RpoD_mono
