#name	description	is_reversible	data_source	is_spontaneous
NO3tex	nitrate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
TYMtex	tyramine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
RNDR12	ribonucleoside-diphosphate reductase (ADP)	0	iJO1366_genetic_unlumping	0
ALLTN	allantoinase	0	iJO1366	0
DASYN180	CDP-diacylglycerol synthetase (n-C18:0)	0	iJO1366	0
ALAALAabcpp	D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)	0	iJO1366	0
PG141abcpp	phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)	0	iJO1366	0
NTD4pp	5_prime_-nucleotidase (CMP)	0	iJO1366	0
HKNDDH	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	0	iJO1366	0
TRPt2rpp	L-tryptophan reversible transport via proton symport (periplasm)	1	iJO1366	0
PNTOtex	Pantothenate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ASCBPL	L-ascorbate 6-phosphate lactonase	0	iJO1366	0
CRNDtex	D-carnitine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ASCBptspp	L-ascorbate transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
PGPP161	phosphatidylglycerol phosphate phosphatase (n-C16:1)	0	iJO1366	0
PGPP160	phosphatidylglycerol phosphate phosphatase (n-C16:0)	0	iJO1366	0
PRFGS	phosphoribosylformylglycinamidine synthase	0	iJO1366	0
PG120abcpp	phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)	0	iJO1366	0
ETOHtex	ethanol transport via diffusion (extracellular to periplasm)	1	iJO1366	0
MG2tex	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DASYN160	CDP-diacylglycerol synthetase (n-C16:0)	0	iJO1366	0
DASYN161	CDP-diacylglycerol synthetase (n-C16:1)	0	iJO1366	0
AGM3PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)	0	iJO1366	0
XTSNt2rpp	Xanthosine transport via proton symport (periplasm)	1	iJO1366	0
PLIPA2G140pp	Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)	0	iJO1366	0
VPAMTr	Valine-pyruvate aminotransferase	1	iJO1366	0
MALTTRtexi	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	0	iJO1366	0
ARGtex	L-arginine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
MTHTHFSs	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)	0	iJO1366	1
GMAND	GDP-D-mannose dehydratase	0	iJO1366	0
PDXPP	Pyridoxine 5-phosphate phosphatase	0	iJO1366	0
GALCTNLt2pp	L-galactonate transport via proton symport (periplasm)	0	iJO1366	0
2AGPA160tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
K2L4Aabcpp	KDO(2)-lipid IV A transport via ABC system (periplasm)	0	iJO1366	0
DC6PH	diacetylchitobiose-6-phosphate hydrolase	0	iJO1366	0
CHLabcpp	choline transport via ABC system (periplasm)	0	iJO1366	0
GLYC3Pt6pp	Glycerol-3-phosphate : phosphate antiporter (periplasm)	0	iJO1366	0
SPMDtex	spermidine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
EAR121y1	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	0	iJO1366_genetic_unlumping	0
PGPP141pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)	0	iJO1366	0
CYSDabcpp	D-cysteine uptake via ABC system (periplasm)	0	iJO1366	0
NTD8	5_prime_-nucleotidase (dGMP)	0	iJO1366	0
PSSA160	Phosphatidylserine syntase (n-C16:0)	0	iJO1366	0
GDPtex	GDP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FACOAL180t2pp	fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling)	0	iJO1366	0
LPLIPAL2ATE140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)	0	iJO1366	0
RFAMPtpp	Rifampin transport via TolC system	0	iJO1366	0
CLPNS181pp	cardiolipin synthase (periplasmic, n-C18:1)	1	iJO1366	0
LA4NTpp	4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))	0	iJO1366	0
CHOLD	choline dehydrogenase	0	iJO1366	0
PLIPA2A160pp	Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)	0	iJO1366	0
AM4PCP	anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	0	iJO1366	0
FRUpts2pp	Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)	0	iJO1366	0
BUTSO3abcpp	butanesulfonate transport via ABC system (periplasm)	0	iJO1366	0
ALPATG160pp1	apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)	0	iJO1366_genetic_unlumping	0
PDX5PO2	pyridoxine 5_prime_-phosphate oxidase (anaerboic	0	iJO1366	0
DPCOAK	dephospho-CoA kinase	0	iJO1366	0
APG3PAT141	acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1)	0	iJO1366	0
APG3PAT140	acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)	0	iJO1366	0
NADH5	NADH dehydrogenase (ubiquinone-8 )	0	iJO1366	0
NADH9	NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	0	iJO1366	0
CHORM	chorismate mutase	0	iJO1366	0
BALAtex	beta-alanine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PLIPA1E120pp	Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)	0	iJO1366	0
CHORS	chorismate synthase	0	iJO1366	0
FRULYStex	fructoselysine transporter via diffusion (extracellular)	1	iJO1366	0
MCTP1Bpp	murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	0	iJO1366	0
HCO3E	HCO3 equilibration reaction	1	iJO1366	0
ADCS	4-amino-4-deoxychorismate synthase	0	iJO1366	0
CHTBSptspp	chitobiose transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
2AGPE180tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
PFL_act	PFL_act	0	M_protein_recon	0
AM4PA	anhydrous-N-Acetylmuramyl-tetrapeptide amidase	0	iJO1366	0
AMANK	N-acetyl-D-mannosamine kinase	0	iJO1366	0
3NTD7pp	3_prime_-nucleotidase (AMP) (periplasm)	0	iJO1366	0
TARTRtex	Tartrate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DMATT	dimethylallyltranstransferase	0	iJO1366	0
LPLIPAL1G140pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)	0	iJO1366	0
THRt2pp	L-threonine efflux transport via proton antiport (periplasm)	0	iJO1366	0
3GMPtex	3GMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
3HAD801	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	0	iJO1366_genetic_unlumping	0
ACACT8r	acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)	1	iJO1366	0
SufBCDatp_mediated_FE_loading	SufBCDatp_mediated_FE_loading	0	M_protein_recon	0
MNLtex	mannitol transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ICDHyr	isocitrate dehydrogenase (NADP)	1	iJO1366	0
SUCFUMtpp	succinate:fumarate antiporter (periplasm)	1	iJO1366	0
THRabcpp	L-threonine transport via ABC system (periplasm)	0	iJO1366	0
PHEMEtiex	protoheme transport irreversible out via diffusion (periplasm to extracellular)	0	iJO1366	0
DCMPtex	dCMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FBP	fructose-bisphosphatase	0	iJO1366	0
HISabcpp	L-histidine transport via ABC system (periplasm)	0	iJO1366	0
LPLIPAL1E180pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)	0	iJO1366	0
FEENTERtpp	enterochelin transport (secretion)	0	iJO1366	0
COBALT2tpp	cobalt transport in via permease (no H+)	0	iJO1366	0
G3PAT1601	glycerol-3-phosphate acyltransferase (C16:0)	0	iJO1366_genetic_unlumping	0
XYLK	xylulokinase	0	iJO1366	0
3OAS601	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	0	iJO1366_genetic_unlumping	0
2AGPE141tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
CBIAT	Cobinamide adenyltransferase	1	iJO1366	0
LPLIPAL1E140pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)	0	iJO1366	0
AMPtex	AMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PPCDC	phosphopantothenoylcysteine decarboxylase	0	iJO1366	0
ACGAtex	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ACOAD8f	acyl-CoA dehydrogenase (octadecanoyl-CoA)	1	iJO1366	0
METSOXR21	L-methionine-R-sulfoxide reductase	0	iJO1366_genetic_unlumping	0
MDDEP4pp	murein D,D-endopeptidase (murein4px4px4p) (periplasm)	0	iJO1366	0
METSOXR22	L-methionine-R-sulfoxide reductase	0	iJO1366_genetic_unlumping	0
ACACtex	acetoacetate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
LPLIPAL1G181pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)	0	iJO1366	0
LALADGLUtpp	L-alanyl-D-glutamate transport in via proton symport (periplasm)	0	iJO1366	0
GUAt2pp	guanine transport in via proton symport (periplasm)	0	iJO1366	0
PRMICI	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	1	iJO1366	0
TUNGSabcpp	tungstate transport via ABC system (periplasm)	0	iJO1366	0
PLIPA2G181pp	Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)	0	iJO1366	0
ABUTD	Aminobutyraldehyde dehydrogenase	0	iJO1366	0
ICL	Isocitrate lyase	0	iJO1366	0
DGK1	deoxyguanylate kinase (dGMP:ATP)	1	iJO1366	0
ALAabcpp	L-alanine transport via ABC system (periplasm)	0	iJO1366	0
UREAtpp	Urea transport via facilitate diffusion (periplasm)	1	iJO1366	0
FALDtex	formaldehyde transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PFK	phosphofructokinase	0	iJO1366	0
3OAR1201	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	1	iJO1366_genetic_unlumping	0
PFL	pyruvate formate lyase	0	iJO1366	0
PEAMNtex	phenethylamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FUCtpp	L-fucose transport via proton symport (periplasm)	1	iJO1366	0
GLUt2rpp	L-glutamate transport via proton symport, reversible (periplasm)	1	iJO1366	0
ALLULPE	Allulose 6-phosphate epimerase	1	iJO1366	0
SO2tpp	SO2 transport via diffusion (periplasm)	1	iJO1366	1
DBTS	dethiobiotin synthase	0	iJO1366	0
MACPD1	Malonyl-ACP decarboxylase	0	iJO1366_genetic_unlumping	0
AADDGT	dTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase	0	iJO1366	0
GUAPRT	guanine phosphoribosyltransferase	0	iJO1366	0
ARBTNtpp	aerobactin secretion (to periplasm)	0	iJO1366	0
FORCT	Formyl-CoA Transferase	1	iJO1366	0
ATPM	ATP maintenance requirement	0	iJO1366	0
3NTD4pp	3_prime_-nucleotidase (CMP) (periplasm)	0	iJO1366	0
UDPGALtex	UDPgalactose transport via diffusion (extracellular to periplasm)	1	iJO1366	0
APH140	acylphosphatase (C14:0)	0	iJO1366	0
APH141	acylphosphatase (C14:1)	0	iJO1366	0
3OAS1611	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	0	iJO1366_genetic_unlumping	0
FACOAE141	fatty-acid-CoA thioesterase (tetradecenoate)	0	iJO1366	0
FACOAE140	fatty-acid-CoA thioesterase (tetradecanoate)	0	iJO1366	0
2Fe2S_to_IscA_by_SufBCD	2Fe2S_to_IscA_by_SufBCD	0	M_protein_recon	0
FACOAL100t2pp	fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling)	0	iJO1366	0
EDTXS31	Endotoxin Synthesis (palmitoleoyl ACP)	0	iJO1366_genetic_unlumping	0
GLCRAL	5-dehydro-4-deoxyglucarate aldolase	0	iJO1366	0
NNDMBRT	Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase	0	iJO1366	0
DINSt2pp	deoxyinosine transport in via proton symport (periplasm)	0	iJO1366	0
AACPS11	acyl-[acyl-carrier-protein] synthetase (n-C14:0)	0	iJO1366_genetic_unlumping	0
PYNP2r	pyrimidine-nucleoside phosphorylase (uracil)	1	iJO1366	0
ISETACabcpp	isethionate transport via ABC system (periplasm)	0	iJO1366	0
CDGS	7-deaza-7-carboxyguanine synthase	0	iJO1366	0
DHNAOT4	1,4-dihydroxy-2-naphthoate octaprenyltransferase	0	iJO1366	0
ACODA	acetylornithine deacetylase	0	iJO1366	0
LALDO2x	D-Lactaldehyde:NAD+ 1-oxidoreductase	0	iJO1366	0
2AGPGAT120	2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)	0	iJO1366	0
DKGLCNR2x	2,5-diketo-D-gluconate reductase (NADH)	0	iJO1366	0
DKGLCNR2y	2,5-diketo-D-gluconate reductase (NADPH)	0	iJO1366	0
GLCS1	glycogen synthase (ADPGlc)	0	iJO1366	0
PPAtex	propionate transport via diffusion	1	iJO1366	0
GPDDA5pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	0	iJO1366	0
PROtex	L-proline transport via diffusion (extracellular to periplasm)	1	iJO1366	0
MNLptspp	mannitol transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
NAt3_2pp	sodium proton antiporter (H:NA is 2) (periplasm)	0	iJO1366	0
GTPDPK	GTP diphosphokinase	0	iJO1366	0
UGLT	UDPglucose--hexose-1-phosphate uridylyltransferase	1	iJO1366	0
NMNtex	NMN transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ADNUC	adenosine hydrolase	0	iJO1366	0
UAG2E	UDP-N-acetylglucosamine 2-epimerase	1	iJO1366	0
DHNCOAT	1,4-dihydroxy-2-napthoyl-CoA thioesterase	0	iJO1366	0
MICITDr	2-methylisocitrate dehydratase	1	iJO1366	0
PEAMNOpp	Phenethylamine oxidase	0	iJO1366	0
FRULYSt2pp	Fructoselysine transport via proton symport (periplasm)	0	iJO1366	0
GGGABAH	gamma-glutamyl-gamma-aminobutyric acid hydrolase	0	iJO1366	0
MG2uabcpp	Magnesium (Mg+2) ABC transporter (ubtake, periplasm)	0	iJO1366	0
G6Pt6_2pp	Glucose-6-phosphate transport via phosphate antiport (periplasm)	0	iJO1366	0
THD2pp	NAD(P) transhydrogenase (periplasm)	0	iJO1366	0
PPK2r	polyphosphate kinase	1	iJO1366	0
MANGLYCptspp	2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
DMSOtpp	Dimethyl sulfoxide transport via diffusion (periplasm)	1	iJO1366	1
PAPA141pp	Phosphatidate phosphatase (periplasmic, n-C14:1)	0	iJO1366	0
ABTA	4-aminobutyrate transaminase	0	iJO1366	0
CADVtpp	Lysine/Cadaverine antiporter (periplasm)	0	iJO1366	0
LPLIPAL1G160pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)	0	iJO1366	0
DHPPD	2,3-dihydroxyphenylpropionate dehydrogenase	0	iJO1366	0
GTHRDtex	glutathione transport via diffusion (extracellular to periplasm)	1	iJO1366	0
MLDEP1pp	murein L,D-endopeptidase (murein3px3p) (periplasm)	0	iJO1366	0
TRDR1	thioredoxin reductase (NADPH)	0	iJO1366_genetic_unlumping	0
TRDR2	thioredoxin reductase (NADPH)	0	iJO1366_genetic_unlumping	0
HMBS	hydroxymethylbilane synthase	0	iJO1366	0
GTPCI	GTP cyclohydrolase I	0	iJO1366	0
SUCCt2_3pp	Succintate transport via proton symport (3 H) (periplasm)	0	iJO1366	0
THYMt3pp	thymine transport out via proton antiport (periplasm)	0	iJO1366	0
PPTtex	Phosphonate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PPPGO3	protoporphyrinogen oxidase (anaerobic)	0	iJO1366	0
PAPA161pp	Phosphatidate phosphatase (periplasmic, n-C16:1)	0	iJO1366	0
PG161abcpp	phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)	0	iJO1366	0
ASPtex	L-aspartate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
2AGPGAT180	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)	0	iJO1366	0
FCI	L-fucose isomerase	1	iJO1366	0
HXAtex	Hexanoate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
EAR180y1	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	0	iJO1366_genetic_unlumping	0
TMAOR1pp	Trimethylamine N-oxide reductase (menaquinol 8) (periplasm)	0	iJO1366	0
LIPOt2pp	Lipoate transport via proton symport (periplasm)	0	iJO1366	0
SADT2	Sulfate adenyltransferase	0	iJO1366	0
IscU_mod_1:fe2_Fe_loading	IscU_mod_1:fe2_Fe_loading	0	M_protein_recon	0
DAMPtex	dAMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
TYRPtex	phopho-L-tyrosine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
UDCPDP	undecaprenyl-diphosphatase	0	iJO1366	0
NTP10	nucleoside-triphosphatase (ITP)	0	iJO1366	0
DAPabcpp	M-diaminopimelic acid ABC transport (periplasm)	0	iJO1366	0
NTP12	nucleoside-triphosphatase (XTP)	0	iJO1366	0
BTNt2ipp	Biotin transport via proton symport (periplasm)	0	iJO1366	0
DHAD1	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	0	iJO1366	0
DHAD2	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	0	iJO1366	0
ADPT	adenine phosphoribosyltransferase	0	iJO1366	0
SKMtex	shikimate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
MNtex	Manganese (Mn+2) transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GLTPD	Galactitol-1-phosphate dehydrogenase	1	iJO1366	0
HACD6	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	1	iJO1366	0
AGPAT1401	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	0	iJO1366_genetic_unlumping	0
GLYt2pp	glycine transport in via proton symport (periplasm)	0	iJO1366	0
TREtex	trehalose transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CO2tex	CO2 transport via diffusion (extracellular to periplasm)	1	iJO1366	0
TCYNTtex	Thiocyanate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
THFAT	Tetrahydrofolate aminomethyltransferase	0	iJO1366	0
PROGLYtex	L-Prolinylglycine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ARGDC	arginine decarboxylase	0	iJO1366	0
CAT	catalase	0	iJO1366	0
PHYTSpp	Phytase (periplasm)	0	iJO1366	0
GLCTR1	glucosyltransferase I (LPS core synthesis)	0	iJO1366	0
GLCTR2	glucosyltransferase II (LPS core synthesis)	0	iJO1366	0
GLCTR3	glucosyltransferase III (LPS core synthesis)	0	iJO1366	0
HEX1	hexokinase (D-glucose:ATP)	0	iJO1366	0
DAGK141	diacylglycerol kinase (n-C14:1)	0	iJO1366	0
DAGK140	diacylglycerol kinase (n-C14:0)	0	iJO1366	0
HEX4	hexokinase (D-mannose:ATP)	0	iJO1366	0
HEX7	hexokinase (D-fructose:ATP)	0	iJO1366	0
PPNDH	prephenate dehydratase	0	iJO1366	0
NO2t2rpp	nitrite transport in via proton symport, reversible (periplasm)	1	iJO1366	0
PGL	6-phosphogluconolactonase	0	iJO1366	0
PGM	phosphoglycerate mutase	1	iJO1366	0
PGK	phosphoglycerate kinase	1	iJO1366	0
PGI	glucose-6-phosphate isomerase	1	iJO1366	0
HEPT4	heptosyltransferase IV (LPS core synthesis)	0	iJO1366	0
DMSOR1pp	Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)	0	iJO1366	0
HEPT3	heptosyltransferase III (LPS core synthesis)	0	iJO1366	0
HEPT1	heptosyltransferase I (LPS core synthesis)	0	iJO1366	0
VALt2rpp	L-valine reversible transport via proton symport (periplasm)	1	iJO1366	0
ETOHtrpp	ethanol reversible transport via diffusion (periplasm)	1	iJO1366	1
CAt6pp	calcium / sodium antiporter (1:1)	1	iJO1366	0
EAR40x1	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	0	iJO1366_genetic_unlumping	0
FDMO3	FMNH2-dependent monooxygenase (ethanesulfonate)	0	iJO1366	0
FDMO2	FMNH2-dependent monooxygenase (methanesulfonate)	0	iJO1366	0
FADRx	FAD reductase	0	iJO1366	0
MALtex	Malate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FDMO6	FMNH2-dependent monooxygenase (sulfoacetate)	0	iJO1366	0
TMAtex	Trimethylamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FEENTERtex	enterochelin transport (secretion periplasm)	0	iJO1366	0
AAMYLpp	alpha-amylase (periplasm)	0	iJO1366	0
OHPBAT	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	1	iJO1366	0
UDCPDPpp	undecaprenyl-diphosphatase (periplasm)	0	iJO1366	0
MN6PP	mannose 6-phosphate phosphatase	0	iJO1366	0
23bpg_generation	23bpg_generation	0	M_protein_recon	0
CBL1abcpp	Cob(1)alamin transport via ABC system (periplasm)	0	iJO1366	0
PAPA180	Phosphatidate phosphatase (n-C18:0)	0	iJO1366	0
PAPA181	Phosphatidate phosphatase (n-C18:1)	0	iJO1366	0
3OAS1801	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	0	iJO1366_genetic_unlumping	0
MALt2_3pp	Malate transport via proton symport (3 H) (periplasm)	0	iJO1366	0
GLCUR1Ptex	D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ALDD3y	aldehyde dehydrogenase (propanal, NADP)	0	iJO1366	0
BMOGDS1	bis-molybdopterin guanine dinucleotide synthase (single GDP)	0	iJO1366	0
5DOAN	5_prime_-deoxyadenosine nuclosidase	0	iJO1366	0
BMOGDS2	bis-molybdopterin guanine dinucleotide synthase	0	iJO1366	0
PLIPA1A161pp	Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)	0	iJO1366	0
PRAIS	phosphoribosylaminoimidazole synthase	0	iJO1366	0
ALR4x	aldose reductase (acetol)	0	iJO1366	0
MPTAT	molybdopterin adenylyltransferase	0	iJO1366	0
SELGTHR3	selenate glutathione reductase III	0	iJO1366	0
SELGTHR2	selenate glutathione reductase II	0	iJO1366	0
3OAR1211	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	0	iJO1366_genetic_unlumping	0
UREAtex	Urea transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FACOAL141t2pp	fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling)	0	iJO1366	0
NTD7pp	5_prime_-nucleotidase (AMP)	0	iJO1366	0
RNDR4b3	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
FEOXAMtonex	ferroxamine transport via ton system (extracellular)	0	iJO1366	0
DAPtex	1,5-Diaminopentane transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GLNtex	L-glutamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
TTRCYCtpp	Tetracycline transport via TolC system	0	iJO1366	0
CSNtex	cytosine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PTRCtex	putrescine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
NTRIR3pp	nitrite Reductase (Ubiquinole-8, periplasm)	0	iJO1366	0
HXCT	Acetyl-CoA:hexanoate-CoA transferase	0	iJO1366	0
AGDC	N-acetylglucosamine-6-phosphate deacetylase	0	iJO1366	0
GLCptspp	D-glucose transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
METSOXR11	L-methionine-S-oxide reductase	0	iJO1366_genetic_unlumping	0
PSSA161	Phosphatidylserine syntase (n-C16:1)	0	iJO1366	0
ACPPAT1601	acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)	0	iJO1366_genetic_unlumping	0
PYK	pyruvate kinase	0	iJO1366	0
ATHRDHr	L-allo-threonine dehydrogenase	1	iJO1366	0
3HAD1201	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	0	iJO1366_genetic_unlumping	0
hemeD_synthesis	hemeD_synthesis	0	M_protein_recon	0
LCARS	lacaldehyde reductase (S-propane-1,2-diol forming)	1	iJO1366	0
LCARR	lacaldehyde reductase (R-propane-1,2-diol forming)	1	iJO1366	0
PPA2	inorganic triphosphatase	0	iJO1366	0
XYLtex	D-xylose transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GUAtpp	Guanine transport via diffusion (periplasm)	1	iJO1366	0
3OAS1601	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	0	iJO1366_genetic_unlumping	0
SPMDAT1	Spermidine acetyltransferase	0	iJO1366	0
SPMDAT2	Spermidine acetyltransferase (N8)	0	iJO1366	0
LPLIPAL2A160	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)	0	iJO1366	0
LPLIPAL2A161	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	0	iJO1366	0
PYDAMtex	pyridoxamine transport via diffusion (extracellular)	1	iJO1366	0
ACOAD7f	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	1	iJO1366	0
OPHHX3	2-Octaprenylphenol hydroxylase (anaerobic)	0	iJO1366	0
FRUptspp	D-fructose transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
AACPS61	acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	0	iJO1366_genetic_unlumping	0
CRNBTCT	gamma-butyrobetainyl-CoA: carnitine CoA transferase	1	iJO1366	0
O2tex	oxygen transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DHBD	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	1	iJO1366	0
CBL1tonex	Cob(1)alamin transport via ton system (extermal)	0	iJO1366	0
2Fe2S_to_ErpA_by_SufA	2Fe2S_to_ErpA_by_SufA	0	M_protein_recon	0
KARA1	ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)	1	iJO1366	0
KARA2	ketol-acid reductoisomerase (2-Acetolactate)	1	iJO1366	0
ILETA	isoleucine transaminase	1	iJO1366	0
DHBS	2,3-dihydroxybenzoate adenylate synthase	0	iJO1366	0
TDSR11	thiol:disulfide reductase (DsbC)	0	iJO1366_genetic_unlumping	0
CDAPPA141	CDP-Diacylglycerol pyrophostatase (n-C14:1)	0	iJO1366	0
CDAPPA140	CDP-Diacylglycerol pyrophostatase (n-C14:0)	0	iJO1366	0
G3PAT1401	glycerol-3-phosphate acyltransferase (C14:0)	0	iJO1366_genetic_unlumping	0
DASYN140	CDP-diacylglycerol synthetase (n-C14:0)	0	iJO1366	0
DASYN141	CDP-diacylglycerol synthetase (n-C14:1)	0	iJO1366	0
HACD1	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	1	iJO1366	0
HACD3	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	1	iJO1366	0
HACD2	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	1	iJO1366	0
